sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13,de_childes_convergence_clm_42,de_childes_convergence_clm_30,de_childes_convergence_clm_13,de_wikipedia_convergence_clm_42,de_wikipedia_convergence_clm_30,de_wikipedia_convergence_clm_13,de_childes_best_mlm_42,de_childes_best_mlm_30,de_childes_best_mlm_13,de_wikipedia_best_mlm_42,de_wikipedia_best_mlm_30,de_wikipedia_best_mlm_13
der lehrer ist groß und schwimmen,-32.820281982421875,-31.313457489013672,-31.401561737060547,-35.014686584472656,-35.09206008911133,-37.77877426147461,-35.124210357666016,-34.48405075073242,-34.26045608520508,-37.61314010620117,-35.02979278564453,-38.94977569580078,-26.79206085205078,-28.745441436767578,-29.67101287841797,-28.675907135009766,-29.691524505615234,-28.677532196044922
der lehrer ist groß und lacht,-28.2344913482666,-26.543556213378906,-25.691383361816406,-42.40055847167969,-43.05556106567383,-43.406375885009766,-30.638004302978516,-27.02004051208496,-26.32206153869629,-45.91093444824219,-44.08251953125,-44.97572326660156,-26.020526885986328,-31.025793075561523,-28.353862762451172,-33.01955032348633,-33.85898208618164,-32.53403854370117
der lehrer ist groß und lachen,-30.666601181030273,-30.026296615600586,-29.660324096679688,-41.38218688964844,-39.84302520751953,-40.66270446777344,-33.656402587890625,-30.563196182250977,-30.4979190826416,-44.63389587402344,-41.18419647216797,-44.165748596191406,-20.77993392944336,-25.869827270507812,-25.14305305480957,-34.08330535888672,-33.4659423828125,-34.45844650268555
der lehrer ist groß und spricht,-29.920278549194336,-26.526628494262695,-26.14118194580078,-33.244544982910156,-34.49022674560547,-32.83744430541992,-31.094573974609375,-28.23344612121582,-25.382787704467773,-35.28020477294922,-35.36339569091797,-34.65211486816406,-20.66758155822754,-24.120452880859375,-23.53142547607422,-25.415122985839844,-27.768402099609375,-26.31876564025879
der lehrer ist groß und sprechen,-31.507598876953125,-31.97564697265625,-31.83599090576172,-36.86735534667969,-38.54869842529297,-36.41173553466797,-34.23863983154297,-34.75727462768555,-30.348596572875977,-38.57666778564453,-39.76564407348633,-37.524169921875,-18.621952056884766,-21.66523551940918,-24.148691177368164,-23.57813262939453,-24.084148406982422,-22.888843536376953
der lehrer ist groß und ist klein,-25.54123878479004,-24.604671478271484,-22.087604522705078,-37.65155792236328,-39.03094482421875,-37.65187072753906,-27.052352905273438,-24.360219955444336,-20.153852462768555,-39.07617950439453,-39.865394592285156,-41.28572082519531,-16.09026336669922,-17.731395721435547,-18.859851837158203,-24.103919982910156,-23.791688919067383,-25.17208480834961
der lehrer ist groß und sind klein,-30.606525421142578,-28.959774017333984,-28.289936065673828,-42.871360778808594,-42.875240325927734,-42.888065338134766,-33.771087646484375,-30.258798599243164,-28.914798736572266,-44.954891204833984,-43.5687370300293,-45.866355895996094,-16.273273468017578,-19.631126403808594,-19.99704360961914,-27.380279541015625,-26.728290557861328,-27.281864166259766
der lehrer ist groß und ist groß,-25.545629501342773,-22.749008178710938,-21.29663848876953,-37.1053466796875,-39.50852584838867,-37.63534164428711,-27.429973602294922,-22.430940628051758,-19.51297950744629,-39.152862548828125,-39.883541107177734,-40.407508850097656,-11.218252182006836,-13.784587860107422,-15.111077308654785,-24.94303321838379,-22.871360778808594,-24.980789184570312
der lehrer ist groß und sind groß,-30.93567657470703,-28.354963302612305,-28.798439025878906,-42.253143310546875,-43.75345230102539,-43.6489372253418,-34.043155670166016,-29.018415451049805,-29.225317001342773,-44.169559478759766,-44.30933380126953,-46.93944549560547,-12.622366905212402,-15.706104278564453,-19.261463165283203,-27.219528198242188,-25.652957916259766,-27.456270217895508
der lehrer ist groß und ist alt,-28.18965721130371,-26.814960479736328,-24.947154998779297,-38.581703186035156,-39.76045608520508,-39.183387756347656,-29.057857513427734,-25.7868595123291,-24.501319885253906,-41.33928680419922,-40.9075813293457,-40.91889953613281,-17.943161010742188,-24.71488380432129,-25.241527557373047,-23.613235473632812,-23.71177864074707,-24.166481018066406
der lehrer ist groß und sind alt,-34.271690368652344,-33.08888626098633,-32.55776596069336,-42.857276916503906,-44.3303337097168,-45.518104553222656,-37.14982986450195,-34.24114990234375,-35.66402053833008,-45.87453842163086,-45.6944694519043,-47.32902526855469,-20.251327514648438,-25.473722457885742,-26.81884002685547,-27.47876739501953,-26.531930923461914,-26.063491821289062
der lehrer ist groß und ist jung,-31.18589973449707,-30.059486389160156,-27.946056365966797,-38.016197204589844,-39.411128997802734,-38.669246673583984,-29.409900665283203,-31.170103073120117,-27.780210494995117,-39.34368896484375,-39.930511474609375,-40.203712463378906,-20.451791763305664,-24.00359535217285,-27.078218460083008,-28.469633102416992,-27.239036560058594,-25.70813751220703
der lehrer ist groß und sind jung,-35.439353942871094,-34.28697204589844,-33.788082122802734,-42.798377990722656,-43.97786331176758,-43.8332405090332,-34.67117691040039,-37.771968841552734,-34.5840950012207,-44.434242248535156,-44.84959411621094,-45.532310485839844,-22.3682804107666,-22.89267349243164,-27.850709915161133,-30.36874771118164,-29.147998809814453,-27.039188385009766
der kunde ist groß und schwimmt,-35.765380859375,-33.892005920410156,-37.28227996826172,-36.50362014770508,-33.42817687988281,-37.60187530517578,-39.87568664550781,-41.056640625,-42.94554901123047,-35.85974884033203,-35.68018341064453,-36.59654998779297,-35.88053894042969,-36.030426025390625,-36.003963470458984,-31.155704498291016,-34.661746978759766,-39.245689392089844
der kunde ist groß und schwimmen,-35.864768981933594,-35.125946044921875,-38.24530792236328,-36.42741394042969,-32.59282302856445,-38.122314453125,-38.7507209777832,-40.313865661621094,-43.68914031982422,-36.37819290161133,-34.71525192260742,-38.00233459472656,-34.75999450683594,-34.39234924316406,-34.05858612060547,-28.17172622680664,-30.899864196777344,-34.448768615722656
der kunde ist groß und lacht,-32.140899658203125,-32.74715805053711,-33.533302307128906,-42.03544235229492,-37.5743293762207,-41.326759338378906,-34.57162857055664,-38.78338623046875,-37.414024353027344,-42.838104248046875,-39.30301284790039,-41.22435760498047,-37.118221282958984,-37.96311569213867,-33.26457595825195,-34.465721130371094,-36.95819091796875,-38.801483154296875
der kunde ist groß und lachen,-34.913002014160156,-36.464805603027344,-37.43965148925781,-42.75639343261719,-36.745086669921875,-39.872718811035156,-42.137451171875,-41.04323959350586,-41.92837142944336,-44.02129364013672,-38.72081756591797,-41.95427322387695,-33.06611251831055,-31.92982292175293,-28.803030014038086,-34.740501403808594,-36.72930145263672,-41.664306640625
der kunde ist groß und spricht,-34.59992980957031,-33.94099044799805,-36.94956970214844,-37.341156005859375,-32.28745651245117,-32.97521209716797,-37.7532958984375,-40.403934478759766,-41.307106018066406,-37.34467315673828,-33.57691955566406,-33.336585998535156,-38.18104553222656,-33.656890869140625,-29.09709930419922,-27.22455596923828,-32.092735290527344,-35.15644073486328
der kunde ist groß und sprechen,-36.99341583251953,-39.63147735595703,-41.20085906982422,-41.9081916809082,-36.693538665771484,-37.070518493652344,-38.843711853027344,-45.537193298339844,-43.66931915283203,-42.136863708496094,-39.03120422363281,-36.55519104003906,-35.421844482421875,-32.78104019165039,-32.3016242980957,-28.329700469970703,-31.50896453857422,-34.05515670776367
der kunde ist groß und ist klein,-30.12482452392578,-31.442182540893555,-31.51926040649414,-41.26095962524414,-35.87989044189453,-37.97491455078125,-32.720458984375,-36.15544891357422,-36.05955123901367,-40.97991943359375,-36.94949722290039,-38.38447189331055,-28.27508544921875,-25.67096710205078,-22.871644973754883,-25.226137161254883,-27.29998779296875,-33.368473052978516
der kunde ist groß und sind klein,-35.447628021240234,-35.4498176574707,-37.435516357421875,-45.823936462402344,-38.61870193481445,-42.469322204589844,-39.4909782409668,-41.293190002441406,-42.01114273071289,-45.257057189941406,-40.106876373291016,-42.60350799560547,-30.125471115112305,-29.142608642578125,-27.072677612304688,-29.426050186157227,-30.85580825805664,-35.57191467285156
der kunde ist groß und ist groß,-29.42089080810547,-29.309621810913086,-30.881389617919922,-40.58521270751953,-35.61433410644531,-37.844947814941406,-33.26263427734375,-34.09931945800781,-35.318790435791016,-40.91668701171875,-36.11235427856445,-37.838016510009766,-21.69354820251465,-19.866958618164062,-19.14618682861328,-25.629165649414062,-27.157161712646484,-33.031795501708984
der kunde ist groß und sind groß,-35.383182525634766,-34.72661590576172,-37.76521301269531,-45.48126983642578,-38.55824279785156,-43.18048858642578,-40.53242874145508,-39.494789123535156,-41.54588317871094,-45.71094512939453,-40.22440719604492,-43.68516159057617,-24.1749210357666,-23.769243240356445,-25.605361938476562,-29.104238510131836,-31.081897735595703,-35.530330657958984
der kunde ist groß und ist alt,-32.37423324584961,-33.61717987060547,-34.254451751708984,-41.75990676879883,-37.84162521362305,-40.006004333496094,-34.90580368041992,-38.00830841064453,-40.177268981933594,-41.557281494140625,-39.2575798034668,-39.9656867980957,-31.64707374572754,-34.17802429199219,-30.242204666137695,-26.240436553955078,-28.451692581176758,-33.85238265991211
der kunde ist groß und sind alt,-39.32304000854492,-39.479164123535156,-41.26238250732422,-46.296478271484375,-41.69081115722656,-45.44953918457031,-43.35127639770508,-44.20159912109375,-47.83710861206055,-46.422508239746094,-43.61203384399414,-45.68531799316406,-34.79254913330078,-36.063438415527344,-34.01051330566406,-31.063955307006836,-32.604949951171875,-35.99400329589844
der kunde ist groß und ist jung,-35.80188751220703,-36.00071716308594,-36.77698516845703,-42.01311492919922,-38.537044525146484,-39.997711181640625,-37.87126541137695,-41.81724548339844,-42.83926773071289,-41.378990173339844,-39.9404182434082,-40.3900260925293,-33.65998077392578,-32.821983337402344,-32.313453674316406,-30.727821350097656,-32.49470138549805,-35.8964729309082
der kunde ist groß und sind jung,-40.82795333862305,-39.984893798828125,-42.34174346923828,-46.3860969543457,-41.273468017578125,-44.41242218017578,-43.85866928100586,-46.302459716796875,-47.32010269165039,-46.146270751953125,-42.99496078491211,-45.0897331237793,-36.473655700683594,-33.71672058105469,-35.54178237915039,-33.82126235961914,-35.78135681152344,-37.39114761352539
der polizist ist groß und schwimmt,-29.453344345092773,-26.3301944732666,-29.596223831176758,-28.386978149414062,-29.586862564086914,-30.162979125976562,-32.79839324951172,-31.216304779052734,-34.01107406616211,-28.217004776000977,-28.598690032958984,-27.838459014892578,-27.76446533203125,-26.127899169921875,-29.675065994262695,-34.59030532836914,-36.21382522583008,-37.51239776611328
der polizist ist groß und schwimmen,-30.093097686767578,-28.783388137817383,-30.566022872924805,-29.88459014892578,-29.913745880126953,-30.92458724975586,-30.48818016052246,-32.19546127319336,-34.785335540771484,-30.47292709350586,-29.254215240478516,-28.84896469116211,-26.264930725097656,-22.750755310058594,-27.616531372070312,-31.284393310546875,-32.0659294128418,-33.62890625
der polizist ist groß und lacht,-24.81089973449707,-23.591909408569336,-25.038755416870117,-36.09857940673828,-35.14306640625,-35.39835739135742,-27.024707794189453,-25.480239868164062,-27.225711822509766,-37.174137115478516,-35.13025665283203,-34.114654541015625,-20.956226348876953,-25.100242614746094,-23.74936294555664,-36.17681884765625,-37.51426696777344,-38.00836181640625
der polizist ist groß und lachen,-28.7978458404541,-28.137922286987305,-28.878740310668945,-35.44219207763672,-33.9930305480957,-34.39990234375,-33.60281753540039,-29.141651153564453,-30.7692813873291,-38.375732421875,-34.19670104980469,-34.966583251953125,-21.460811614990234,-24.019142150878906,-24.129274368286133,-37.44828414916992,-37.78923034667969,-40.536190032958984
der polizist ist groß und spricht,-28.14430046081543,-26.535219192504883,-28.124731063842773,-28.278289794921875,-28.441852569580078,-26.295032501220703,-30.38978385925293,-30.534896850585938,-28.992481231689453,-29.160917282104492,-27.177188873291016,-25.959257125854492,-20.716325759887695,-22.218170166015625,-24.895099639892578,-31.00394058227539,-33.502662658691406,-33.28196716308594
der polizist ist groß und sprechen,-31.91740608215332,-32.559303283691406,-32.745216369628906,-33.96356201171875,-33.55838394165039,-30.40050506591797,-34.6647834777832,-36.28756332397461,-32.96786117553711,-34.54298400878906,-33.30591583251953,-29.0753116607666,-21.253435134887695,-22.0504093170166,-25.72579002380371,-31.32673454284668,-31.894447326660156,-33.285423278808594
der polizist ist groß und ist klein,-24.276174545288086,-24.84357261657715,-22.825740814208984,-34.25814437866211,-33.24482345581055,-30.179380416870117,-25.784183502197266,-26.657142639160156,-22.635414123535156,-34.535850524902344,-31.9157657623291,-30.485755920410156,-16.066370010375977,-17.666969299316406,-19.21725082397461,-27.694007873535156,-29.343994140625,-32.492427825927734
der polizist ist groß und sind klein,-29.303531646728516,-29.44378089904785,-28.71973991394043,-39.8524169921875,-37.139404296875,-35.40657043457031,-33.86204528808594,-31.93931007385254,-29.594253540039062,-40.54717254638672,-36.014068603515625,-35.14658737182617,-16.485393524169922,-20.074752807617188,-19.343671798706055,-31.22873306274414,-32.151554107666016,-34.220420837402344
der polizist ist groß und ist groß,-23.147106170654297,-22.38530158996582,-22.531103134155273,-33.38176345825195,-32.731475830078125,-29.775650024414062,-26.219017028808594,-24.930395126342773,-22.28658676147461,-34.05125427246094,-31.00716781616211,-29.835750579833984,-10.614829063415527,-13.185440063476562,-14.016206741333008,-27.870115280151367,-28.505226135253906,-32.1383056640625
der polizist ist groß und sind groß,-28.959924697875977,-28.42336082458496,-29.823949813842773,-39.454498291015625,-36.72151565551758,-35.998085021972656,-34.07221603393555,-30.783611297607422,-30.74187660217285,-40.51145553588867,-35.43767166137695,-36.28269958496094,-12.373468399047852,-16.079761505126953,-17.442081451416016,-30.53097152709961,-31.515140533447266,-34.042877197265625
der polizist ist groß und ist alt,-27.127464294433594,-28.047258377075195,-26.484189987182617,-34.61880874633789,-34.91160583496094,-32.11335372924805,-28.7269287109375,-32.07467269897461,-28.574548721313477,-34.85673522949219,-34.138641357421875,-31.62139320373535,-18.513248443603516,-24.69538116455078,-25.121559143066406,-27.560222625732422,-29.842952728271484,-32.552879333496094
der polizist ist groß und sind alt,-33.53678512573242,-34.71548080444336,-33.466461181640625,-40.2735481262207,-39.608642578125,-38.58081817626953,-38.130680084228516,-37.89986801147461,-37.85153579711914,-40.95558547973633,-39.083377838134766,-38.34068298339844,-20.631980895996094,-26.034160614013672,-26.094884872436523,-31.590938568115234,-32.81658935546875,-34.262451171875
der polizist ist groß und ist jung,-30.53309440612793,-30.117395401000977,-29.33833122253418,-35.12409210205078,-35.46246337890625,-32.82804489135742,-30.691633224487305,-34.629520416259766,-31.515499114990234,-35.06342315673828,-34.02726745605469,-32.539833068847656,-19.905902862548828,-24.103565216064453,-26.943008422851562,-33.36467361450195,-34.61030197143555,-35.98157501220703
der polizist ist groß und sind jung,-35.374656677246094,-35.215084075927734,-34.58769989013672,-40.419437408447266,-39.61961364746094,-38.09197235107422,-38.138973236083984,-39.237491607666016,-36.95488357543945,-40.70698165893555,-38.546363830566406,-38.181724548339844,-21.99264144897461,-23.381145477294922,-27.436664581298828,-35.50095748901367,-36.58084487915039,-36.6649169921875
