sentence,fr_childes_best_clm_42,fr_childes_best_clm_30,fr_childes_best_clm_13,fr_wikipedia_best_clm_42,fr_wikipedia_best_clm_30,fr_wikipedia_best_clm_13,fr_childes_convergence_clm_42,fr_childes_convergence_clm_30,fr_childes_convergence_clm_13,fr_wikipedia_convergence_clm_42,fr_wikipedia_convergence_clm_30,fr_wikipedia_convergence_clm_13,fr_wikipedia_best_mlm_42,fr_wikipedia_best_mlm_30,fr_wikipedia_best_mlm_13,fr_childes_best_mlm_42,fr_childes_best_mlm_30,fr_childes_best_mlm_13
le sénateur sont grands,-35.626102447509766,-35.206268310546875,-33.6984977722168,-48.57795333862305,-60.46555709838867,-52.667633056640625,-49.426658630371094,-44.70589828491211,-49.13353729248047,-66.32589721679688,-74.43304443359375,-65.37105560302734,-59.70752716064453,-61.1336784362793,-54.14569091796875,-45.57078552246094,-46.98255920410156,-37.14801025390625
le sénateur déménage,-31.432836532592773,-34.787841796875,-33.28932189941406,-68.10237121582031,-88.38442993164062,-69.1507797241211,-49.840965270996094,-51.48036193847656,-48.102142333984375,-87.29911804199219,-102.81249237060547,-90.68672180175781,-98.54075622558594,-98.68742370605469,-101.00445556640625,-42.395687103271484,-44.958404541015625,-37.79903030395508
le sénateur déménagent,-39.816871643066406,-39.896419525146484,-40.548377990722656,-73.23562622070312,-95.05103302001953,-72.61043548583984,-52.37728500366211,-50.58941650390625,-51.066429138183594,-87.3022689819336,-112.51172637939453,-103.08175659179688,-97.75711822509766,-103.3353271484375,-103.65599060058594,-45.071231842041016,-48.03709411621094,-49.361732482910156
le sénateur parle,-31.772043228149414,-31.211612701416016,-30.90632438659668,-35.054439544677734,-48.499298095703125,-37.494110107421875,-49.381309509277344,-44.82898712158203,-43.290428161621094,-51.82425308227539,-60.80266189575195,-49.95783233642578,-49.981483459472656,-54.667572021484375,-48.774269104003906,-43.81198501586914,-42.69502639770508,-36.96891403198242
le sénateur parlent,-33.87778854370117,-35.02060317993164,-34.96846008300781,-43.96560287475586,-53.79696273803711,-44.609195709228516,-49.50437927246094,-46.43822479248047,-46.4888916015625,-56.535762786865234,-65.32330322265625,-62.679710388183594,-56.70673751831055,-58.26673889160156,-52.14813232421875,-51.45832061767578,-48.77507400512695,-44.105735778808594
le sénateur retourne,-32.13486862182617,-32.70517349243164,-32.21169662475586,-39.17768096923828,-52.57804489135742,-40.32676696777344,-49.94374465942383,-45.38361740112305,-43.92402267456055,-58.91156005859375,-66.98169708251953,-55.20543670654297,-56.32720184326172,-55.74188995361328,-54.96002197265625,-42.582191467285156,-43.02392578125,-41.53901672363281
le sénateur retournent,-40.990623474121094,-39.79179382324219,-36.900840759277344,-42.81963348388672,-52.97835159301758,-46.790306091308594,-57.369773864746094,-52.770362854003906,-53.32423400878906,-57.24727249145508,-68.13704681396484,-62.93791961669922,-60.64125061035156,-60.83745574951172,-56.29107666015625,-47.12902069091797,-46.6914176940918,-43.71350860595703
le professeur est vieux,-26.17131805419922,-25.0551815032959,-25.99534797668457,-25.636882781982422,-24.510215759277344,-26.26895523071289,-27.30668830871582,-21.438739776611328,-26.695524215698242,-32.62214660644531,-28.354597091674805,-28.691591262817383,-25.007286071777344,-24.720237731933594,-22.487932205200195,-39.200225830078125,-32.92583084106445,-34.75146484375
le professeur sont vieux,-34.420955657958984,-33.520957946777344,-34.43095779418945,-31.34498405456543,-30.112712860107422,-30.821182250976562,-39.0494384765625,-29.877330780029297,-39.29878234863281,-40.65489959716797,-33.567100524902344,-36.13639831542969,-33.979515075683594,-29.405113220214844,-29.682662963867188,-45.62963104248047,-43.2926139831543,-43.35722351074219
le professeur est jeune,-27.954437255859375,-25.955720901489258,-28.65647315979004,-22.352157592773438,-21.33156967163086,-22.840744018554688,-28.54981803894043,-25.227909088134766,-26.58802604675293,-26.262088775634766,-21.172420501708984,-26.721296310424805,-17.21721649169922,-17.52352523803711,-16.889808654785156,-35.67380905151367,-31.93317222595215,-35.15675354003906
le professeur sont jeunes,-38.81216049194336,-40.23435974121094,-41.31278991699219,-28.798870086669922,-27.414743423461914,-31.5947322845459,-44.807464599609375,-40.61899185180664,-48.61906814575195,-32.05095672607422,-30.53182601928711,-37.42493438720703,-29.294998168945312,-24.73220443725586,-29.02686882019043,-56.30784606933594,-52.05942153930664,-49.500762939453125
le professeur est petit,-26.83987045288086,-26.688011169433594,-26.250112533569336,-22.255889892578125,-21.404558181762695,-22.91739273071289,-27.885622024536133,-23.523483276367188,-24.089109420776367,-25.533016204833984,-21.41712188720703,-24.523405075073242,-21.84557342529297,-21.738792419433594,-19.75699234008789,-41.01510238647461,-35.2404899597168,-34.96454620361328
le professeur sont petits,-32.209190368652344,-31.655420303344727,-33.19570541381836,-29.102184295654297,-29.12189483642578,-29.40774154663086,-37.31354522705078,-30.590187072753906,-37.57362365722656,-32.99355697631836,-30.821956634521484,-34.22964859008789,-27.789447784423828,-25.766698837280273,-26.39964485168457,-41.27998733520508,-41.076026916503906,-35.013153076171875
le professeur est grand,-24.967205047607422,-25.895721435546875,-25.907846450805664,-23.003894805908203,-21.373714447021484,-23.342174530029297,-29.22573471069336,-22.397518157958984,-24.23354148864746,-27.802024841308594,-23.61188507080078,-29.213411331176758,-21.697433471679688,-21.771718978881836,-19.69317054748535,-36.22319412231445,-31.30628776550293,-33.75926971435547
le professeur sont grands,-30.83868408203125,-29.88106918334961,-32.813602447509766,-28.349769592285156,-27.48104476928711,-30.06653594970703,-35.7811393737793,-26.90670394897461,-35.954280853271484,-32.43211364746094,-28.879188537597656,-34.73394012451172,-25.768962860107422,-23.176546096801758,-24.91197967529297,-39.82329177856445,-36.2009162902832,-33.31961441040039
le professeur déménage,-29.721633911132812,-28.1460018157959,-30.196531295776367,-42.1607780456543,-51.6119384765625,-44.55770492553711,-32.60580825805664,-26.67943572998047,-36.680694580078125,-41.3099479675293,-61.499542236328125,-59.049156188964844,-61.94734191894531,-62.937618255615234,-67.1062240600586,-36.37199020385742,-32.0793571472168,-36.456642150878906
le professeur déménagent,-36.2539176940918,-32.854042053222656,-35.58830261230469,-46.94765090942383,-60.26456832885742,-46.18708419799805,-39.916683197021484,-31.45294952392578,-33.548736572265625,-40.408016204833984,-70.45294189453125,-69.32496643066406,-59.47785186767578,-67.56771087646484,-71.59576416015625,-42.36606216430664,-38.096351623535156,-48.09046936035156
le professeur parle,-25.98128890991211,-25.182767868041992,-26.17222023010254,-16.512535095214844,-18.84453010559082,-16.866943359375,-27.636091232299805,-23.200824737548828,-23.953731536865234,-20.816938400268555,-19.139892578125,-17.61864471435547,-19.31271743774414,-15.580242156982422,-16.648019790649414,-31.760168075561523,-28.363142013549805,-29.585580825805664
le professeur parlent,-28.66741180419922,-26.412508010864258,-29.8642578125,-22.46273422241211,-21.7232608795166,-19.35015869140625,-32.45149612426758,-23.52959442138672,-27.330495834350586,-24.969898223876953,-22.065975189208984,-23.544979095458984,-24.334049224853516,-22.502187728881836,-23.05977439880371,-33.69994354248047,-31.216724395751953,-32.977149963378906
le professeur retourne,-28.398757934570312,-26.878955841064453,-28.268253326416016,-17.422313690185547,-16.7579288482666,-17.423011779785156,-34.40480041503906,-23.04267120361328,-27.179798126220703,-22.255231857299805,-18.857452392578125,-17.709028244018555,-18.35165023803711,-18.42595672607422,-20.518814086914062,-37.68736267089844,-35.99335479736328,-35.13740539550781
le professeur retournent,-37.04832077026367,-32.580528259277344,-32.598915100097656,-22.852005004882812,-24.3316650390625,-22.877717971801758,-41.74979019165039,-29.830612182617188,-34.01356887817383,-24.823585510253906,-30.590930938720703,-26.84389305114746,-22.266666412353516,-22.078243255615234,-20.025074005126953,-39.84210968017578,-37.63892364501953,-40.77461624145508
le client est vieux,-28.954715728759766,-27.57546615600586,-25.41887092590332,-32.120697021484375,-26.19695472717285,-28.431629180908203,-33.905548095703125,-27.153568267822266,-29.573116302490234,-37.729759216308594,-30.415264129638672,-34.90754699707031,-26.529033660888672,-24.699207305908203,-27.207447052001953,-35.27389907836914,-33.553062438964844,-36.31366729736328
le client sont vieux,-33.07818603515625,-36.078826904296875,-31.84604263305664,-38.03428649902344,-30.659008026123047,-32.5982666015625,-33.92134094238281,-37.31513977050781,-38.416229248046875,-43.77983856201172,-37.27260971069336,-37.27632141113281,-34.093441009521484,-30.14853858947754,-33.160858154296875,-42.565555572509766,-41.32640075683594,-42.06438446044922
le client est jeune,-29.51510238647461,-27.846603393554688,-27.805830001831055,-29.982173919677734,-26.042972564697266,-27.660076141357422,-36.59543991088867,-32.18041229248047,-31.58745574951172,-33.555721282958984,-29.672042846679688,-34.32167053222656,-25.013900756835938,-25.092411041259766,-27.618541717529297,-33.56562042236328,-33.53569412231445,-37.68988037109375
le client sont jeunes,-38.820587158203125,-42.19793701171875,-44.779144287109375,-37.32247543334961,-30.37767791748047,-32.84192657470703,-48.945194244384766,-47.796104431152344,-54.79935073852539,-40.01872253417969,-36.48193359375,-36.655860900878906,-31.884014129638672,-29.71108055114746,-31.931852340698242,-55.11514663696289,-49.026920318603516,-49.10174560546875
le client est petit,-27.213788986206055,-26.75204086303711,-24.909452438354492,-28.561880111694336,-23.328224182128906,-25.589147567749023,-31.847576141357422,-26.46758270263672,-26.745574951171875,-34.801719665527344,-27.832290649414062,-30.078262329101562,-22.85662841796875,-21.348228454589844,-22.064788818359375,-35.475826263427734,-35.754600524902344,-31.890575408935547
le client sont petits,-29.933399200439453,-32.40488815307617,-30.67279052734375,-35.50054168701172,-30.168869018554688,-31.148998260498047,-34.833984375,-37.361751556396484,-35.115421295166016,-39.3574333190918,-33.3404655456543,-34.963401794433594,-28.62700653076172,-25.94123077392578,-26.489574432373047,-35.76380157470703,-36.22966766357422,-29.483535766601562
le client est grand,-26.720687866210938,-26.232276916503906,-24.53512191772461,-29.53229331970215,-24.58011817932129,-26.532033920288086,-31.84007453918457,-26.869930267333984,-28.47786521911621,-34.79951477050781,-30.442092895507812,-33.57261276245117,-22.55161476135254,-22.714406967163086,-23.175437927246094,-33.57661819458008,-32.60260772705078,-34.55033493041992
le client sont grands,-29.21941566467285,-31.73526382446289,-29.414077758789062,-34.69005584716797,-29.007152557373047,-30.638076782226562,-33.31221008300781,-32.87057113647461,-33.195884704589844,-36.9878044128418,-34.67496871948242,-33.44511032104492,-29.358837127685547,-25.973190307617188,-26.371488571166992,-36.25426483154297,-35.279788970947266,-31.11800765991211
le client déménage,-28.026443481445312,-31.28326416015625,-30.065298080444336,-58.77439498901367,-55.36469650268555,-51.519317626953125,-29.51565933227539,-37.22494888305664,-39.28440856933594,-68.4575424194336,-65.48929595947266,-69.9847412109375,-73.08833312988281,-74.45249938964844,-71.40093994140625,-32.80280303955078,-37.35334014892578,-35.38055419921875
le client déménagent,-33.52082824707031,-35.116111755371094,-35.19416427612305,-65.0755844116211,-61.44619369506836,-54.516265869140625,-34.72123336791992,-38.324947357177734,-38.78676986694336,-69.86077880859375,-75.54102325439453,-80.1925048828125,-71.84650421142578,-80.23904418945312,-78.76399230957031,-43.545631408691406,-42.97337341308594,-46.8412971496582
le client parle,-25.409622192382812,-28.717182159423828,-26.45394515991211,-24.84451675415039,-20.757579803466797,-22.792301177978516,-30.677997589111328,-31.186100006103516,-30.25699234008789,-29.546648025512695,-25.537473678588867,-32.95125198364258,-20.71140480041504,-23.649795532226562,-26.368160247802734,-32.88603973388672,-32.53257369995117,-42.45115661621094
le client parlent,-27.37125587463379,-30.118118286132812,-28.653091430664062,-30.22752571105957,-26.153390884399414,-27.181787490844727,-32.80487060546875,-31.849302291870117,-29.989992141723633,-38.781131744384766,-34.522216796875,-33.352195739746094,-26.572412490844727,-28.498085021972656,-25.495166778564453,-31.50741958618164,-33.18935012817383,-38.50670623779297
le client retourne,-25.74951171875,-28.26610565185547,-26.80255889892578,-22.164669036865234,-22.089969635009766,-22.209125518798828,-28.215782165527344,-29.74771499633789,-29.697288513183594,-28.081554412841797,-25.508487701416016,-28.294206619262695,-22.216590881347656,-25.41100311279297,-25.342374801635742,-34.08055877685547,-37.21577453613281,-36.95258331298828
le client retournent,-33.15555953979492,-33.409141540527344,-28.42110824584961,-29.366209030151367,-24.955699920654297,-27.139612197875977,-39.16682434082031,-35.55715560913086,-34.5002326965332,-30.018522262573242,-30.5975341796875,-32.67990493774414,-27.707433700561523,-31.31694793701172,-30.582069396972656,-39.86948776245117,-37.94120407104492,-43.58412551879883
l' officier est vieux,-48.88819122314453,-40.46148681640625,-43.87907791137695,-34.09585952758789,-32.841983795166016,-36.22648620605469,-55.01653289794922,-46.008949279785156,-44.19268035888672,-36.982330322265625,-39.6694450378418,-39.385196685791016,-32.21575164794922,-27.33755111694336,-28.46573829650879,-63.29006576538086,-48.996315002441406,-51.11081314086914
l' officier sont vieux,-55.197303771972656,-44.424591064453125,-47.70566940307617,-41.485233306884766,-39.178993225097656,-39.65872573852539,-61.36479949951172,-51.8826904296875,-44.87580871582031,-48.04533767700195,-45.330322265625,-42.71646499633789,-37.91259765625,-32.12261199951172,-35.97782897949219,-67.54196166992188,-54.80265426635742,-55.23225402832031
l' officier est jeune,-48.79544448852539,-41.97264862060547,-44.61687088012695,-29.578340530395508,-30.28261375427246,-33.78822326660156,-56.21163558959961,-47.54093933105469,-46.095008850097656,-31.92080307006836,-33.3570671081543,-35.3223876953125,-25.937646865844727,-19.825895309448242,-24.560611724853516,-62.24143600463867,-50.856178283691406,-49.0339241027832
l' officier sont jeunes,-58.17991638183594,-49.32310485839844,-51.016937255859375,-39.72602081298828,-37.54651641845703,-38.79551696777344,-66.96222686767578,-56.348731994628906,-53.83373260498047,-45.164817810058594,-42.38432312011719,-42.12017822265625,-34.65312957763672,-29.201364517211914,-36.258544921875,-77.30435943603516,-63.30934524536133,-57.313987731933594
l' officier est petit,-46.70354080200195,-40.58864212036133,-41.06441879272461,-30.048648834228516,-29.972640991210938,-32.398040771484375,-48.28093338012695,-44.13783264160156,-43.413055419921875,-31.095073699951172,-32.704933166503906,-33.40000915527344,-28.162050247192383,-23.250041961669922,-22.49538803100586,-61.09669494628906,-49.42679214477539,-48.61532211303711
l' officier sont petits,-51.64607620239258,-42.61654281616211,-44.14179229736328,-38.76666259765625,-38.77425003051758,-37.53791809082031,-55.63921356201172,-54.07915496826172,-40.06316375732422,-42.188880920410156,-41.22175979614258,-40.62459945678711,-32.361759185791016,-27.599538803100586,-31.771522521972656,-60.352294921875,-50.41804504394531,-41.90021896362305
l' officier est grand,-46.100608825683594,-41.21890640258789,-40.88364028930664,-30.374797821044922,-29.947357177734375,-33.222869873046875,-52.546730041503906,-46.96266174316406,-42.63787841796875,-32.51444625854492,-34.16645050048828,-37.139854431152344,-28.319229125976562,-23.756107330322266,-24.401596069335938,-61.983741760253906,-46.90243148803711,-51.593109130859375
